"","AA9","AA14","AA18","AA23","AA29","NAA11","NAA12","NAA13","NAA16","NAA19"
"1557617_at",7.9952659252023,8.46132795693957,8.07649863629826,8.31659084980423,7.11279362995806,8.1707646305348,8.396040162458,8.15381769791008,8.14084314204233,7.54214166457768
"203320_at",9.42218766445313,8.81181465495566,9.13490047257492,8.64077559831624,9.37913103132161,8.8228523313048,8.20030163750858,7.96742649774602,7.379357585665,8.55520254073036
"228913_at",11.2439433548414,10.9838289959238,10.8827337058195,10.864440362491,11.173222344337,10.8217315748389,10.4465980060958,10.0267058494164,9.82180415914364,10.6592383640796
"205042_at",10.516738003107,9.43772031769702,9.96540037660914,9.56566178411269,9.40772873971291,10.0163385861444,8.92839551823665,8.70631689453859,8.40382650710193,10.0601661490649
"235217_at",10.1661837675179,9.75002920444503,9.66614648580084,9.59801894525053,8.92407453837019,9.88474659667744,10.1581919576302,9.70516082833219,10.401782564001,9.11272756493473
"1569315_s_at",8.95848945229358,8.22778436820238,8.07780236107924,7.73679737507541,7.37758518534806,8.13503803093668,8.47073183196984,7.52944335079704,8.14116011365916,7.65039953891857
"244543_s_at",8.0079995303446,8.18949561448478,8.02008277767682,8.22970680846878,8.10749673374801,7.81812987372751,8.39608028702322,7.21349897709646,7.01605099011526,8.26516243018304
"240115_at",6.83841143123422,6.85515366648408,7.35247645493511,7.98152759713845,8.5238941132327,7.35160822268666,7.42501211184338,7.49574889034728,8.00034757465456,7.46432639866466
"240936_at",5.7345793656503,6.904612349204,6.15607497660903,6.16372611928236,5.63124367666574,6.27163535223347,6.428716700446,6.80581801447246,6.21851633866988,6.24530894596499
"234759_at",9.72871081592657,9.12474929479364,9.70510891333051,9.49810473702326,9.7858852618971,9.53419413703324,9.26691713265278,9.19973872365492,8.96915542430165,8.71566458597877
"1563369_at",9.21985003681618,7.83152727188607,8.47467780143113,7.73263668957814,8.11394024095097,8.67512734460596,7.96308407262741,8.32953872390841,8.57515939849586,7.9021651433079
"232752_at",8.5953870507071,8.97092274592786,9.05320812206559,9.11719630593142,8.4707095050198,9.3631655177363,9.56150203930508,8.77522185597438,7.86794072491526,9.43331954024468
"227927_at",8.26676853217976,7.79380726009672,8.06496099892422,8.16650383590514,8.37347202181454,7.71349803425276,7.8071374263379,7.31762878755084,6.52499195970709,7.7413641319781
"1559403_at",6.33801077386961,5.78485524306463,6.45875870454603,6.13368661474176,5.86718208662568,5.5594853375411,5.96287143743318,5.43040232290122,5.43499537424153,5.73409949874946
"219987_at",7.12808983581963,7.97718161226306,7.33323560542351,8.24235445094237,6.4386842807612,7.87209784135003,8.65917623111246,7.92353391122979,7.52501119112065,8.20033680001159
"243092_at",9.83980125795975,9.19228952141676,9.42055134807745,9.54744353576367,9.7782191324673,9.42644242968081,9.65612217957509,8.86970097589759,8.39183986205107,9.33558110387576
"236656_s_at",9.48313647572469,9.17481822932509,9.25640796535193,9.69784684762152,8.50069091722709,9.04285858557187,9.18814985191812,9.81935059617746,9.69359898523164,9.00665314107356
"238456_at",9.95153245043519,9.15093634997082,9.43759376922934,9.17175933237462,9.29148013194391,9.05637759201779,8.99928190214171,8.32221462087347,8.3138030956068,8.56352002327528
"1558515_at",6.51485552985604,6.08158505574915,8.78626628201327,7.42336302727309,10.3238428064617,9.67529084828674,7.71507141216414,7.55269561759619,8.44734223958965,7.12938194511049
"227316_at",9.58605407461157,9.55407342553518,9.0410619022058,9.63632052822991,9.66927978108198,9.75085456404882,9.72875357345755,9.60056680777329,8.9989551808986,9.88003022056321
"232478_at",8.4981298913204,8.67902386833195,8.93091453733561,9.71696964366319,9.25087145023278,8.95269513094019,9.91188973576979,9.38920423697788,9.63143480102908,8.60085122251782
"243648_at",6.84481807839603,7.16066111577368,7.78636502315481,7.83469059608956,8.42049741011527,8.23756794039152,7.07577063944911,8.11077297883577,8.24407083585302,7.57708311407734
"214803_at",8.11976021045368,8.07285533604531,8.74209164519128,7.66615658655692,8.56298849977197,8.39084564561759,8.54644976276087,7.81024147316896,7.96071100060427,8.11022570630502
"215318_at",8.024260951619,7.92744509267119,8.24548219044718,9.07416936031363,9.04570181034567,7.96298048116355,8.24947119764448,7.30450303783841,6.3266619721008,7.57467900197936
"202583_s_at",8.79031087481619,8.95911069742933,8.8821647845029,8.86953873109824,8.72570757084822,8.51383486027608,9.05679832847546,7.87572110766622,6.77931241605092,9.06409233142064
"226663_at",8.63761406442676,8.51410207256709,9.79992572921779,9.30180024110999,10.2870549730225,9.58296756230942,8.89842815735761,8.30912288359769,8.64652423928257,8.46806949934999
"216877_at",7.09919839357285,5.85271285570597,6.65864049988665,6.86299708475495,7.21829288654194,6.73142015729052,6.32723303678331,6.02862456847822,5.20224575062307,6.35871401598812
"235171_at",6.32282002982147,5.1718793815427,5.78677981893948,6.29905258994892,5.32911110237635,5.3173123418633,5.02592318566283,4.77975281959098,4.87053241929333,5.23190252214792
"1568807_a_at",7.40207123061882,6.66348233568933,6.66826044306761,7.73259304008014,7.08952645579853,6.32170758144596,7.2660732947778,6.65859349460259,6.4987668116658,6.7433206095264
"237274_at",8.49867690895452,8.89971653645747,9.31539046999886,8.98880246313766,5.73591758692509,8.83930448290547,9.83460494071843,8.19001015618228,8.02575207271004,7.76668569462528
"231414_at",6.59712199067403,7.26715926646985,7.42718062451146,7.12278283880794,6.6205813508511,7.058289747028,7.47110314273379,7.13484139121088,7.46714248982247,7.43108732851657
"225567_at",10.0846447852041,10.6389611596047,10.4215337058511,10.3291972487501,10.7954261175963,10.3228197712373,10.7476697367816,9.61653654771673,8.98936872125186,10.7661619190537
"231089_at",9.56373917986157,9.83392307711486,10.8329308619652,10.1566424805122,9.08837482193099,10.7064237520915,10.4936195431455,10.235488411867,10.0101877789654,10.3457636750013
"228275_at",8.06224028162937,7.26090041773269,7.85978601052887,7.84323976766536,8.48173783149423,7.64223086675904,7.17089554834446,6.96751253915183,6.53849762729344,7.78774730040124
"227591_at",9.38673069229607,8.60056231340331,8.71082853688643,8.91739254563588,8.6737851333589,9.00393669534258,8.72226107022044,9.30306090073415,9.63964011264037,8.28193010332389
"229635_at",5.85198358343394,6.8534714730426,6.72908245625863,6.68384477683142,6.14148352753468,6.83329703990145,7.62541027709313,6.69566545107759,6.95352086612656,7.07380383106461
"229041_s_at",9.94950258069647,8.69352387809715,9.48738638197693,8.62571161031995,8.23002304480365,9.01294372143608,8.13710486805118,8.39364898589403,9.14068467057411,8.40088294776538
"1557068_at",6.16033455458434,6.88668025564688,5.66895333108602,7.16740317223682,5.06583539290516,7.41170492568299,9.47014129622945,7.66851333462242,8.66376095153442,8.35734845072689
"1558906_a_at",10.0744404946364,10.0180138801428,10.2634058291689,10.4937263304088,10.6833619371773,10.4464781499982,9.64183170772582,9.87206240566876,9.72200433863365,10.1961070948323
"242521_at",8.08864110213563,7.15221520360063,7.74463681419813,7.22779122083442,7.50244248861103,7.64597393983536,6.95081148254964,6.34553896434577,6.56831518095538,6.7411610399389
"1557389_at",9.82542733530849,10.5069709510524,10.4285308233365,10.2076083625758,10.1707650509834,10.2009398940593,9.51359130757881,8.72423065285732,9.07572929831878,10.2877082915099
"1568647_at",7.39271737758914,8.64937252797606,8.49231419306883,8.82006499866355,7.05082805745864,9.09443778459655,8.28476096025731,9.26528688919698,7.05488366108317,7.30100281961649
"238126_at",8.26469868555853,8.08910958113269,8.48943174452806,8.60991969999604,8.56309604961267,7.69281268094968,8.12893936608982,7.66635485016327,7.36990404900161,7.98182628153577
"234082_at",6.31522094111946,5.91704623692686,6.75088367743384,5.64587053327618,6.528738507071,5.90061572267104,5.66529184251759,7.76144623311701,6.77601889643229,5.92844061398695
"1564381_s_at",7.45459568249088,7.70379806715504,7.89179416104022,8.0392051746316,8.1707712215563,8.08302423832989,8.10907973048309,7.30035527729081,6.59006242673856,7.77435317565276
"239840_at",7.93250919122602,7.13970534518708,8.03268007739451,8.44850687983388,8.591615293779,8.42354229952941,8.2048374822333,7.76161378450982,7.30611219909314,8.06205461599516
"239174_at",5.99411930047158,6.405229828102,5.89473334403189,6.3759498823656,5.96604356243434,6.71891203609384,7.2205531528011,6.66380748833641,6.53947792736587,6.72584269684269
"81737_at",6.68329394222123,6.49225518735754,7.15774743755083,7.5113545067969,7.95277218578557,6.79988742926217,7.01087475325603,6.36533499162421,5.74447720236028,6.73551449749516
"232790_at",8.86580292560213,7.43420420650532,8.45092215452352,8.94239847104182,8.90022797943693,8.72712035817867,8.75521957693744,7.65560042808621,8.39782598633002,8.45423119276603
"215185_at",8.12382534023257,7.24913345552404,7.85541855381414,8.32802123199078,8.84406672873343,8.2984235222456,7.54292774076278,8.06132863082847,8.02313131885044,7.66266377316259
"236480_at",8.35412200635744,8.00779332181267,7.86904984378527,8.7616943214781,8.40854719146358,8.52763365746498,8.54644976276087,9.009006079488,9.57411835823239,8.65637028581131
"228721_at",8.64750815446386,9.62515556776093,9.04824534080914,10.0944534710549,8.63268514203675,9.13798644960975,9.74407786017225,8.82235719063725,8.62747820301604,9.75929209920307
"1557050_at",8.4243829916434,7.95544997523372,8.69061908395131,8.0380193714458,6.4243399013297,7.75077224692438,7.66480244525223,7.36853795581248,7.59630504314645,6.81374512973427
"1559976_at",7.08185377882248,7.36909928223742,7.4390608262488,7.51009091796545,6.29220156993792,6.9621098608662,7.73886326896478,6.28094212293813,6.52391829773575,7.61729997223913
"237899_at",9.9152312046252,10.0867794357423,9.67786889877081,9.93214999156686,8.6834815316739,10.042197044816,10.7464670693241,10.6136454186905,11.2130198724988,10.2077180714242
"238091_at",7.07282061836733,7.45988817414637,7.65275185387905,7.510852549526,5.4149457942355,7.35311831475147,7.10742584244697,6.50407446767953,7.19050678700154,6.93048775013936
"1568799_at",6.70809592561166,5.82746889975521,6.1503117799864,6.80974644939336,6.18433858791696,6.82131237036724,6.21535587243179,5.14732919762871,5.41655502715208,5.43196370011883
"1565836_at",6.96187503244985,8.30918316806139,7.43179606185205,7.22552855890016,7.74421851131031,7.48540277776882,8.40335201601119,8.01858940486992,7.67172189824764,8.34333555139492
"1559917_a_at",7.94687155674965,7.2080318499243,7.67188343829693,7.82287727002152,7.71250609552234,8.31127702043887,8.59884937394418,8.65994144989181,8.57809013325721,8.35528385335799
"1557434_at",8.1068964448601,8.82149791446123,8.40038357597219,8.7851160404333,7.11714029633937,8.15253562540421,8.25289593412403,8.59169593604082,8.9871628929409,7.56877524793788
"213569_at",8.57099678221217,8.47461344088261,8.37821603527727,8.17122589697556,8.31427457417584,8.6194303831277,9.15097780206407,9.06401869783375,9.2240727159049,8.58001254693384
"209925_at",8.50372705781813,8.29776339025645,8.07748300814073,8.06804340272372,7.87950537395527,7.52359371510579,8.20169003416269,7.40422050307197,6.8373246367504,8.09152312257323
"227437_at",8.2246337845029,8.98387567929559,8.69936784365395,8.72492396617546,8.09700023997403,8.96948649425913,9.46064824870768,9.32771451770615,9.59912659127682,8.91750955289345
"231233_at",8.15233807975335,8.85879602963478,8.69898370054918,8.99101563849295,8.41066298268733,8.82849361284082,9.53165580170663,9.07948072356525,9.87925352977292,9.16562240588864
"225635_s_at",9.91946902496431,9.83346346002684,9.829609281799,9.73519168395179,9.83405250359987,9.38536252534765,9.3080053929772,8.69394352130002,7.92768752253272,9.18672674282204
"1562013_a_at",8.4064565154053,8.07790282238602,9.10805086910313,7.77677927460114,8.73936259431657,9.4412638423403,8.97322304498536,9.16731342367049,9.01941196519345,7.97552706227528
"239237_at",6.54260956564767,6.24358861628254,6.96875658299621,7.31970510617177,7.47399217195558,6.41761567710866,6.05029672930563,6.05550602862817,5.9155173962428,6.23044153473522
"228826_at",7.50288564809997,6.85098965632737,7.43566640738705,7.74569079085079,7.45848277118519,6.95320354767151,6.43381008479619,6.54918333520116,6.68468036468222,6.43067106867205
"1556936_at",6.35299103557082,6.19112901208964,5.88789594226365,6.05651358152316,5.76092047500418,6.00442148461431,5.04680827279376,5.43970595497507,5.394133622239,5.29902571485466
"242729_at",6.89573009368167,6.58729803588476,6.47070304163583,6.65662223291088,6.89330323971046,7.15474167179375,7.88318625353138,7.334804146862,7.40132879131059,7.11812029652568
"1558858_at",5.50835909125403,5.6399758925195,5.1799081563542,5.74507260733684,5.33239045024959,5.40308670394315,6.01711322252397,5.00172277159867,6.13489814416624,5.88582955753078
"239162_at",5.31149412822433,5.52651912670085,5.51797412324877,6.09564166659605,5.68189138241726,4.85532736001312,5.7498517933952,5.63549557582924,4.98965735856949,5.2619432938587
"239302_s_at",7.9175793592913,8.17763650841621,8.14131578144125,7.70569285331746,5.68499853522903,7.24007378695875,7.56518753451132,7.03133631304709,7.37199771489452,8.169071289782
"243924_at",8.20134359929264,8.05519964522867,7.78053795297049,7.95093637834403,8.01607106688016,8.48737675305275,9.08649383050076,7.76084933312872,8.53280080449125,8.08715687627955
"213685_at",9.67764028274985,9.62302697017457,9.69896672974394,9.53275845994484,9.53293101001515,9.45270090301645,9.49625550791216,8.56452658575595,8.3219439373915,9.61542032643309
"232527_at",8.098477722468,7.86932590175118,8.40849784365516,8.85237362585353,8.63938734197089,8.46391504181011,8.58001254693384,8.43007006262387,8.29598959492428,7.817706140557
"1562295_at",5.74445810425571,5.21396103955322,5.21794414938321,5.68686872921134,6.22337935456429,5.08314268628837,4.78350986601814,4.74372841303681,4.87404829234213,5.00307228763394
"244443_at",6.82850051920006,7.06245226213038,7.4452594291233,7.72440980743481,8.11018174530313,7.63737421654697,7.05036474805281,7.09565444424035,6.10469742234225,7.02538167415305
"1569330_at",7.39100083149678,7.13171122777135,6.86830243698966,7.68210984881755,7.25967016781423,7.07588762031784,6.50069222329743,6.54968338612167,6.77325225867543,7.14354813471426
"235428_at",8.93930010827468,7.24031701250858,8.39521899766762,7.80714448718913,8.31680035721994,7.604731824307,7.73510500622887,7.03206035245445,7.59904828388218,7.77850554646505
"240549_at",7.3137275066765,8.21670249975128,7.85838706808771,7.90017086364507,8.05168595661351,8.145127167678,7.74540369836442,7.38311018286022,6.93688312393674,7.93218670576242
"1555852_at",9.01202238778013,7.91978060837367,8.62986694243914,8.34720847412931,7.9175546167351,8.16038173125801,6.86155137988102,7.06630137164656,7.00969940777255,7.1434633398484
"229006_at",8.59696397940974,8.28435944084364,8.53973420957614,9.07369241859202,8.10419883535182,8.41288778001326,9.21242639631881,8.93313060301636,8.97726395863523,8.27606138932861
"237885_at",7.80107526201089,7.4195562181155,7.44720448084627,7.69184053883135,8.25374229376589,7.92547352157999,7.88286661992788,7.00734649668158,5.81471141095386,7.52839817612638
"230279_at",6.9283247226086,5.60853402373168,6.41905895670732,7.05853004569749,6.08608439756968,5.73330751922486,6.16992315741955,6.58583954620178,6.65545522387676,5.67805352252914
"241745_at",8.24806890219512,7.82148573761837,8.11154864947172,8.59258685826856,8.34238126535386,7.8810205499779,7.41227428942314,6.95389196062812,7.2069687233667,7.79612714764187
"1556048_at",9.27031519121045,9.51319518988957,9.08980726611837,9.78083354811758,8.27697856772872,9.20485142002758,9.80474368427234,9.56605425521892,9.84593648938554,9.21866223627915
"233176_at",7.20136767665643,7.17491340465126,7.00459852014782,7.02338799560207,7.28932726363009,6.95743143301397,6.81856262256974,5.9080568473644,6.40981371147187,7.2044275432617
"201663_s_at",8.78915779693168,9.13735970685263,8.84327866752279,8.78650905071784,8.169510177181,8.5492481322695,9.19536835122126,8.64883774906043,8.07808502661644,9.37386107582475
"243502_at",5.2927335987912,5.13261339360484,5.24689816211123,5.00861891322123,6.70184621676106,6.42673485918372,5.32487278396358,5.30464830521597,6.25972161592649,5.35575593434414
"232063_x_at",6.81092841934251,7.53515846951155,7.55216893748246,7.78871171110051,7.9366452365359,8.36028589484508,7.67208569295746,7.69972021755767,6.83300876842143,7.56065558267004
"240409_at",8.48310153588437,7.79105192082365,8.1209362982553,8.4675433408571,7.62052862654968,7.94528097468495,7.67027695970124,7.64242309655084,8.55491394247555,7.24312688434603
"232090_at",10.4332269586689,9.16330042934975,9.60332712476422,9.29368428400569,9.90387360081111,9.8013547694899,9.10137748091112,8.08747497971321,8.27242217327359,8.95386100712025
"1558346_at",8.74369023187424,8.27052464327613,8.86898945353187,8.65481402396098,7.88472908999863,7.95931931640016,8.02015499366586,7.28252981497838,7.91148218380146,7.43777067708388
"1556834_at",7.25823487066784,6.47012929411844,6.15042626224876,6.48750532027843,6.80868309290934,6.3525301054983,7.10797275499141,6.67347483836975,7.42362682111779,6.9292802648613
"236304_at",5.4033221144716,5.82796001394874,4.66911750380217,4.8240624989024,4.73637315680359,5.32124778442124,5.23408022206439,4.9815658240552,5.59713473572856,5.4917984403157
"222614_at",8.21206814002459,8.56778965639149,8.45850606849304,8.78173545829464,8.86599530045863,8.20688925531305,8.37083063202456,7.59001455703835,6.81792367539895,8.68819308758469
"218567_x_at",8.52895583750932,8.70171091700387,8.74805058783871,9.09167965550716,8.61270185470824,9.15051310145551,9.31966215082917,9.80570450606327,9.81225770487149,9.13078865142842
"216129_at",7.8154926570362,8.34799583674146,7.8894630752197,8.46066004552667,8.19870695127029,7.80017928931785,8.68162166265932,8.41400233612629,7.51917519957217,7.66743904403069
"223465_at",8.86508262454865,8.91580212601622,8.91822144041009,8.84443433635134,9.1142674582758,8.67274040859375,8.55960983831202,7.95836898706368,7.95057541686613,8.68435938681069
"237942_at",7.8916909802356,7.75878780050466,7.50445356575281,7.66374007657704,6.74368540010311,7.70891324917928,8.24462203545008,8.1349054471234,8.29731907441293,7.20802474781834
"242888_at",8.37306712422881,7.48619876416796,7.99778933554167,7.46787632257093,8.50182533896958,7.7977150597155,8.05372602808145,7.88276801418415,8.89024588430792,8.28368334462721
"1557192_at",9.23681328568376,8.69906520306531,9.34643477720388,8.37071024835172,8.53521601801107,8.70200145434896,8.53365964846128,7.91920795497575,7.17302949378758,8.38928773289919
"237189_at",7.9764898439288,6.89276628726196,7.12007529701058,7.08649818222686,7.66071879201237,6.66235459696756,6.06619239706366,6.02769987735908,7.07058215742936,6.23970793958719
"224008_s_at",9.61384425647985,9.42333217347896,9.28499672855979,9.66929218525098,9.44932352449389,9.77482190607395,10.2206087517949,10.5838779499195,11.0084365383916,10.1003056557989
"236179_at",7.7413641319781,7.45757399291719,7.2712974886793,7.95616982435907,8.40719007482207,7.35560762889018,7.86963192403068,7.02357199811734,5.60867927383798,7.50826238135676
"205138_s_at",6.4820811770755,6.50657776534594,6.43179409980256,6.37766389249183,5.72217005853699,6.45673388423546,7.09113259613691,6.82335065547249,7.27899054502001,7.05682415291724
"239170_at",6.22072650578075,6.63170484502549,6.46046858051502,6.59856435979469,6.70426248258184,5.96935698410741,6.43202288110913,5.75456620085659,5.61292295764999,6.54209247246403
"200729_s_at",10.6742172127412,11.2285884060496,11.0629623460735,10.3227025275987,11.3775433661907,10.8607559000747,11.1722469124099,9.56925702350706,8.98211998443974,11.0400367402966
"225388_at",7.99664424076426,8.85575525722835,8.67223320118949,8.65977222686664,8.74262723328621,8.73870626189798,8.9418667655702,8.19870383403079,7.43779426199179,9.05327693186642
"200973_s_at",10.8111474320098,10.8277196275584,10.2814288504696,9.98279637587487,10.6686055775412,10.2449781210479,10.5687113206557,10.2178018847666,9.6110938459217,10.6905720694571
"236598_at",6.57393999116259,7.05718906401627,6.57119452417896,7.11017223266431,7.06896214110581,7.32947865657674,7.50274042117024,7.08726800185208,7.57974469633213,7.56622727058542
"237871_x_at",7.02774657505203,5.96968550812225,6.12910832775219,7.02784234890821,7.56001374573755,6.11539646543525,6.28876016815241,6.48050583154622,6.26801575745055,6.08939759798498
"201490_s_at",9.91294546181278,10.8722754923239,10.6969542601545,10.3964317481961,10.2949659585344,10.550220785785,10.6575727843881,10.0221827579733,9.71718055378254,10.7628113657503
"241535_at",10.3986205080903,10.0147349632834,8.89967693717114,9.34357538384315,8.29409106219071,9.72079750336293,10.6322374096884,9.70751891198529,11.0916988880223,9.97584181006887
"229318_at",8.09847817426302,8.10690479057571,7.67231758659324,7.62934411135049,7.09139537422518,7.78245522101098,8.05759205399855,7.07806150410871,7.0689177682805,7.75803086522819
"221627_at",5.97912606950798,8.00311938632761,7.50907401511517,7.51003503544307,7.31955889992441,8.73869553962408,9.99156563115817,7.06799928770415,8.54202214725765,8.54184501660183
"230573_at",9.46635127815372,10.3055323820106,10.3309928967579,10.0282198993375,8.72831981630596,10.4136860889512,9.95446519969759,9.49182251046216,9.68208995813843,9.72602327008778
"218755_at",7.19373706043271,7.96613931117777,7.79399319248593,7.57171570574797,6.65965402066778,7.68238318456813,8.38284900788522,7.7647703741966,7.88433078148269,7.96390481377547
"212374_at",8.00706795055364,8.45919464571364,8.40589751799221,8.28143858745373,8.04939719643465,8.41491537312326,8.95334633051085,9.09684179187908,9.16503159650408,8.61026397885587
"200720_s_at",9.18829766437699,9.56944691808144,9.37446702880202,9.5055508162953,9.23608020202597,9.81708922567027,10.0854328964111,10.1732832902523,10.4005429842547,10.0183980768282
"202208_s_at",7.89974676708435,8.35638343419363,8.09466504743829,8.29140831319029,7.57131443898341,8.67201770817453,9.45668019137599,9.19398048497657,9.77532149660675,9.07958312940103
"205590_at",10.5523606432402,10.9581458346621,10.9319946841724,11.0855530040683,10.7667986896974,10.5705173206687,10.2055613039827,10.3328027257442,9.80272120079417,10.4543864242125
"1557360_at",9.00926755953541,9.5787363974675,9.33503217713459,10.0049308473557,10.3626989288624,10.165892769596,9.70765902916386,9.57553181165101,9.23527391077624,9.57436493571652
"202073_at",11.4671646944637,11.2603957370389,11.2086427206069,11.2073762454069,11.4070602221708,11.2667031269694,10.4109785399365,10.5170272824588,9.85239211386536,11.100880506615
"243296_at",8.72278510977331,9.04517191518778,10.6368252760852,9.4888228066919,9.70061394988415,10.3595314631091,8.41615330288144,9.25770090554934,9.61078170318855,9.05511850521206
"228834_at",9.95520267645969,10.6275983517881,11.3354514823746,10.6110658134941,11.5086008235711,10.5612660061362,10.3631959982471,9.3149203686379,8.24574680938348,10.8143599307943
